@id,@type,dc:date,@context,dc:title,owl:sameAs,odpt:railway,odpt:operator,odpt:stationTitle,odpt:connectingRailway,odpt:stationCode,odpt:passengerSurvey,geo:lat,geo:long,odpt:stationTimetable,cdName,cdNum
urn:ucode:_00001C0000000000000100000310272A,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,南柏,odpt.Station:JR-East.JobanLocal.MinamiKashiwa,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Minami-Kashiwa', 'ja': '南柏'}",,JL027,['odpt.PassengerSurvey:JR-East.MinamiKashiwa'],35.84462,139.95424,"['odpt.StationTimetable:JR-East.JobanLocal.MinamiKashiwa.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.MinamiKashiwa.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanLocal.MinamiKashiwa.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.MinamiKashiwa.Outbound.SaturdayHoliday']",JL,27
urn:ucode:_00001C0000000000000100000310272B,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,柏,odpt.Station:JR-East.JobanLocal.Kashiwa,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Kashiwa', 'ja': '柏'}","['odpt.Railway:JR-East.JobanRapid', 'odpt.Railway:Tobu.TobuUrbanPark']",JL028,['odpt.PassengerSurvey:JR-East.Kashiwa'],35.86184,139.97091,"['odpt.StationTimetable:JR-East.JobanLocal.Kashiwa.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Kashiwa.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanLocal.Kashiwa.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Kashiwa.Outbound.SaturdayHoliday']",JL,28
urn:ucode:_00001C0000000000000100000310272C,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,北柏,odpt.Station:JR-East.JobanLocal.KitaKashiwa,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Kita-Kashiwa', 'ja': '北柏'}",,JL029,['odpt.PassengerSurvey:JR-East.KitaKashiwa'],35.87545,139.98785,"['odpt.StationTimetable:JR-East.JobanLocal.KitaKashiwa.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.KitaKashiwa.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanLocal.KitaKashiwa.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.KitaKashiwa.Outbound.SaturdayHoliday']",JL,29
urn:ucode:_00001C0000000000000100000310272D,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,我孫子,odpt.Station:JR-East.JobanLocal.Abiko,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Abiko', 'ja': '我孫子'}","['odpt.Railway:JR-East.JobanRapid', 'odpt.Railway:JR-East.NaritaAbikoBranch']",JL030,['odpt.PassengerSurvey:JR-East.Abiko'],35.87267,140.01063,"['odpt.StationTimetable:JR-East.JobanLocal.Abiko.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Abiko.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanLocal.Abiko.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Abiko.Outbound.SaturdayHoliday']",JL,30
urn:ucode:_00001C0000000000000100000310272E,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,天王台,odpt.Station:JR-East.JobanLocal.Tennodai,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Tennodai', 'ja': '天王台'}",['odpt.Railway:JR-East.JobanRapid'],JL031,['odpt.PassengerSurvey:JR-East.Tennodai'],35.87239,140.0409,"['odpt.StationTimetable:JR-East.JobanLocal.Tennodai.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Tennodai.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanLocal.Tennodai.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Tennodai.Outbound.SaturdayHoliday']",JL,31
urn:ucode:_00001C0000000000000100000310272F,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,取手,odpt.Station:JR-East.JobanLocal.Toride,odpt.Railway:JR-East.JobanLocal,odpt.Operator:JR-East,"{'en': 'Toride', 'ja': '取手'}","['odpt.Railway:JR-East.Joban', 'odpt.Railway:JR-East.JobanRapid']",JL032,['odpt.PassengerSurvey:JR-East.Toride'],35.89545,140.06284,"['odpt.StationTimetable:JR-East.JobanLocal.Toride.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanLocal.Toride.Inbound.SaturdayHoliday']",JL,32
urn:ucode:_00001C00000000000001000003102715,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,上野,odpt.Station:JR-East.JobanRapid.Ueno,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Ueno', 'ja': '上野'}","['odpt.Railway:JR-East.AkitaShinkansen', 'odpt.Railway:JR-East.HokurikuShinkansen', 'odpt.Railway:JR-East.JoetsuShinkansen', 'odpt.Railway:JR-East.KeihinTohokuNegishi', 'odpt.Railway:JR-East.Takasaki', 'odpt.Railway:JR-East.TohokuShinkansen', 'odpt.Railway:JR-East.Utsunomiya', 'odpt.Railway:JR-East.YamagataShinkansen', 'odpt.Railway:JR-East.Yamanote', 'odpt.Railway:Keisei.Main', 'odpt.Railway:TokyoMetro.Ginza', 'odpt.Railway:TokyoMetro.Hibiya']",JJ001,['odpt.PassengerSurvey:JR-East.Ueno'],35.71351,139.77676,"['odpt.StationTimetable:JR-East.JobanRapid.Ueno.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Ueno.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Ueno.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Ueno.Outbound.SaturdayHoliday']",JJ,1
urn:ucode:_00001C00000000000001000003102716,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,日暮里,odpt.Station:JR-East.JobanRapid.Nippori,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Nippori', 'ja': '日暮里'}","['odpt.Railway:JR-East.KeihinTohokuNegishi', 'odpt.Railway:JR-East.Yamanote', 'odpt.Railway:Keisei.Main', 'odpt.Railway:Toei.NipporiToneri']",JJ002,['odpt.PassengerSurvey:JR-East.Nippori'],35.72712,139.77093,"['odpt.StationTimetable:JR-East.JobanRapid.Nippori.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Nippori.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Nippori.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Nippori.Outbound.SaturdayHoliday']",JJ,2
urn:ucode:_00001C00000000000001000003102717,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,三河島,odpt.Station:JR-East.JobanRapid.Mikawashima,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Mikawashima', 'ja': '三河島'}",,JJ003,['odpt.PassengerSurvey:JR-East.Mikawashima'],35.73323,139.77676,"['odpt.StationTimetable:JR-East.JobanRapid.Mikawashima.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Mikawashima.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Mikawashima.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Mikawashima.Outbound.SaturdayHoliday']",JJ,3
urn:ucode:_00001C00000000000001000003102718,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,南千住,odpt.Station:JR-East.JobanRapid.MinamiSenju,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Minami-Senju', 'ja': '南千住'}","['odpt.Railway:MIR.TsukubaExpress', 'odpt.Railway:TokyoMetro.Hibiya']",JJ004,['odpt.PassengerSurvey:JR-East.MinamiSenju'],35.73407,139.79926,"['odpt.StationTimetable:JR-East.JobanRapid.MinamiSenju.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.MinamiSenju.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.MinamiSenju.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.MinamiSenju.Outbound.SaturdayHoliday']",JJ,4
urn:ucode:_00001C00000000000001000003102719,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,北千住,odpt.Station:JR-East.JobanRapid.KitaSenju,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Kita-Senju', 'ja': '北千住'}","['odpt.Railway:MIR.TsukubaExpress', 'odpt.Railway:Tobu.TobuSkytree', 'odpt.Railway:TokyoMetro.Chiyoda', 'odpt.Railway:TokyoMetro.Hibiya']",JJ005,['odpt.PassengerSurvey:JR-East.KitaSenju'],35.7499,139.80482,"['odpt.StationTimetable:JR-East.JobanRapid.KitaSenju.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.KitaSenju.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.KitaSenju.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.KitaSenju.Outbound.SaturdayHoliday']",JJ,5
urn:ucode:_00001C0000000000000100000310271A,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,松戸,odpt.Station:JR-East.JobanRapid.Matsudo,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Matsudo', 'ja': '松戸'}","['odpt.Railway:JR-East.JobanLocal', 'odpt.Railway:ShinKeisei.ShinKeisei']",JJ006,['odpt.PassengerSurvey:JR-East.Matsudo'],35.78434,139.90063999999998,"['odpt.StationTimetable:JR-East.JobanRapid.Matsudo.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Matsudo.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Matsudo.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Matsudo.Outbound.SaturdayHoliday']",JJ,6
urn:ucode:_00001C0000000000000100000310271B,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,柏,odpt.Station:JR-East.JobanRapid.Kashiwa,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Kashiwa', 'ja': '柏'}","['odpt.Railway:JR-East.JobanLocal', 'odpt.Railway:Tobu.TobuUrbanPark']",JJ007,['odpt.PassengerSurvey:JR-East.Kashiwa'],35.86184,139.97091,"['odpt.StationTimetable:JR-East.JobanRapid.Kashiwa.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Kashiwa.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Kashiwa.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Kashiwa.Outbound.SaturdayHoliday']",JJ,7
urn:ucode:_00001C0000000000000100000310271C,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,我孫子,odpt.Station:JR-East.JobanRapid.Abiko,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Abiko', 'ja': '我孫子'}","['odpt.Railway:JR-East.JobanLocal', 'odpt.Railway:JR-East.NaritaAbikoBranch']",JJ008,['odpt.PassengerSurvey:JR-East.Abiko'],35.87267,140.01063,"['odpt.StationTimetable:JR-East.JobanRapid.Abiko.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Abiko.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Abiko.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Abiko.Outbound.SaturdayHoliday']",JJ,8
urn:ucode:_00001C0000000000000100000310271D,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,天王台,odpt.Station:JR-East.JobanRapid.Tennodai,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Tennodai', 'ja': '天王台'}",['odpt.Railway:JR-East.JobanLocal'],JJ009,['odpt.PassengerSurvey:JR-East.Tennodai'],35.87239,140.0409,"['odpt.StationTimetable:JR-East.JobanRapid.Tennodai.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Tennodai.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.JobanRapid.Tennodai.Outbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Tennodai.Outbound.SaturdayHoliday']",JJ,9
urn:ucode:_00001C0000000000000100000310271F,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,取手,odpt.Station:JR-East.JobanRapid.Toride,odpt.Railway:JR-East.JobanRapid,odpt.Operator:JR-East,"{'en': 'Toride', 'ja': '取手'}","['odpt.Railway:JR-East.Joban', 'odpt.Railway:JR-East.JobanLocal']",JJ010,['odpt.PassengerSurvey:JR-East.Toride'],35.89545,140.06284,"['odpt.StationTimetable:JR-East.JobanRapid.Toride.Inbound.Weekday', 'odpt.StationTimetable:JR-East.JobanRapid.Toride.Inbound.SaturdayHoliday']",JJ,10
urn:ucode:_00001C0000000000000100000310261D,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,大船,odpt.Station:JR-East.KeihinTohokuNegishi.Ofuna,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Ofuna', 'ja': '大船'}","['odpt.Railway:JR-East.ShonanShinjuku', 'odpt.Railway:JR-East.Tokaido', 'odpt.Railway:JR-East.Yokosuka']",JK001,['odpt.PassengerSurvey:JR-East.Ofuna'],35.35383,139.53124,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ofuna.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ofuna.Northbound.SaturdayHoliday']",JK,1
urn:ucode:_00001C0000000000000100000310261E,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,本郷台,odpt.Station:JR-East.KeihinTohokuNegishi.Hongodai,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Hongodai', 'ja': '本郷台'}",,JK002,['odpt.PassengerSurvey:JR-East.Hongodai'],35.36770999999999,139.54985,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Hongodai.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Hongodai.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Hongodai.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Hongodai.Southbound.SaturdayHoliday']",JK,2
urn:ucode:_00001C0000000000000100000310261F,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,港南台,odpt.Station:JR-East.KeihinTohokuNegishi.Konandai,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Konandai', 'ja': '港南台'}",,JK003,['odpt.PassengerSurvey:JR-East.Konandai'],35.37521,139.57623999999998,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Konandai.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Konandai.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Konandai.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Konandai.Southbound.SaturdayHoliday']",JK,3
urn:ucode:_00001C00000000000001000003102620,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,洋光台,odpt.Station:JR-East.KeihinTohokuNegishi.Yokodai,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Yokodai', 'ja': '洋光台'}",,JK004,['odpt.PassengerSurvey:JR-East.Yokodai'],35.37855,139.59679,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokodai.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokodai.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokodai.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokodai.Southbound.SaturdayHoliday']",JK,4
urn:ucode:_00001C00000000000001000003102621,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,新杉田,odpt.Station:JR-East.KeihinTohokuNegishi.ShinSugita,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Shin-Sugita', 'ja': '新杉田'}",,JK005,['odpt.PassengerSurvey:JR-East.ShinSugita'],35.38715999999999,139.61928999999998,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinSugita.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinSugita.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinSugita.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinSugita.Southbound.SaturdayHoliday']",JK,5
urn:ucode:_00001C00000000000001000003102625,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,磯子,odpt.Station:JR-East.KeihinTohokuNegishi.Isogo,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Isogo', 'ja': '磯子'}",,JK006,['odpt.PassengerSurvey:JR-East.Isogo'],35.40049000000001,139.61818,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Isogo.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Isogo.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Isogo.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Isogo.Southbound.SaturdayHoliday']",JK,6
urn:ucode:_00001C00000000000001000003102626,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,根岸,odpt.Station:JR-East.KeihinTohokuNegishi.Negishi,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Negishi', 'ja': '根岸'}",,JK007,['odpt.PassengerSurvey:JR-East.KeihinTohokuNegishi.Negishi'],35.41577,139.63595,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Negishi.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Negishi.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Negishi.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Negishi.Southbound.SaturdayHoliday']",JK,7
urn:ucode:_00001C00000000000001000003102627,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,山手,odpt.Station:JR-East.KeihinTohokuNegishi.Yamate,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Yamate', 'ja': '山手'}",,JK008,['odpt.PassengerSurvey:JR-East.Yamate'],35.42689,139.6464,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yamate.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yamate.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yamate.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yamate.Southbound.SaturdayHoliday']",JK,8
urn:ucode:_00001C00000000000001000003102629,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,石川町,odpt.Station:JR-East.KeihinTohokuNegishi.Ishikawacho,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Ishikawacho', 'ja': '石川町'}",,JK009,['odpt.PassengerSurvey:JR-East.Ishikawacho'],35.43854,139.64317,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ishikawacho.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ishikawacho.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ishikawacho.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Ishikawacho.Southbound.SaturdayHoliday']",JK,9
urn:ucode:_00001C0000000000000100000310262A,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,関内,odpt.Station:JR-East.KeihinTohokuNegishi.Kannai,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Kannai', 'ja': '関内'}",['odpt.Railway:YokohamaMunicipal.Blue'],JK010,['odpt.PassengerSurvey:JR-East.Kannai'],35.4441,139.63595,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kannai.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kannai.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kannai.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kannai.Southbound.SaturdayHoliday']",JK,10
urn:ucode:_00001C0000000000000100000310262B,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,桜木町,odpt.Station:JR-East.KeihinTohokuNegishi.Sakuragicho,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Sakuragicho', 'ja': '桜木町'}",['odpt.Railway:YokohamaMunicipal.Blue'],JK011,['odpt.PassengerSurvey:JR-East.Sakuragicho'],35.45075999999999,139.63095,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Sakuragicho.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Sakuragicho.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Sakuragicho.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Sakuragicho.Southbound.SaturdayHoliday']",JK,11
urn:ucode:_00001C0000000000000100000310262C,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,横浜,odpt.Station:JR-East.KeihinTohokuNegishi.Yokohama,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Yokohama', 'ja': '横浜'}","['odpt.Railway:JR-East.ShonanShinjuku', 'odpt.Railway:JR-East.Tokaido', 'odpt.Railway:JR-East.Yokosuka', 'odpt.Railway:Keikyu.Main', 'odpt.Railway:Minatomirai.Minatomirai', 'odpt.Railway:Sotetsu.Main', 'odpt.Railway:Tokyu.Toyoko', 'odpt.Railway:YokohamaMunicipal.Blue']",JK012,['odpt.PassengerSurvey:JR-East.Yokohama'],35.46576,139.62233999999998,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokohama.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokohama.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokohama.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Yokohama.Southbound.SaturdayHoliday']",JK,12
urn:ucode:_00001C0000000000000100000310262D,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,東神奈川,odpt.Station:JR-East.KeihinTohokuNegishi.HigashiKanagawa,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Higashi-Kanagawa', 'ja': '東神奈川'}","['odpt.Railway:JR-East.Yokohama', 'odpt.Railway:Keikyu.Main']",JK013,['odpt.PassengerSurvey:JR-East.HigashiKanagawa'],35.4777,139.63317,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.HigashiKanagawa.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.HigashiKanagawa.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.HigashiKanagawa.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.HigashiKanagawa.Southbound.SaturdayHoliday']",JK,13
urn:ucode:_00001C0000000000000100000310262E,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,新子安,odpt.Station:JR-East.KeihinTohokuNegishi.ShinKoyasu,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Shin-Koyasu', 'ja': '新子安'}",['odpt.Railway:Keikyu.Main'],JK014,['odpt.PassengerSurvey:JR-East.ShinKoyasu'],35.48687,139.65401,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinKoyasu.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinKoyasu.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinKoyasu.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.ShinKoyasu.Southbound.SaturdayHoliday']",JK,14
urn:ucode:_00001C0000000000000100000310262F,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,鶴見,odpt.Station:JR-East.KeihinTohokuNegishi.Tsurumi,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Tsurumi', 'ja': '鶴見'}","['odpt.Railway:JR-East.Tsurumi', 'odpt.Railway:Keikyu.Main']",JK015,['odpt.PassengerSurvey:JR-East.Tsurumi'],35.50826,139.67595,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Tsurumi.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Tsurumi.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Tsurumi.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Tsurumi.Southbound.SaturdayHoliday']",JK,15
urn:ucode:_00001C00000000000001000003102630,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,川崎,odpt.Station:JR-East.KeihinTohokuNegishi.Kawasaki,odpt.Railway:JR-East.KeihinTohokuNegishi,odpt.Operator:JR-East,"{'en': 'Kawasaki', 'ja': '川崎'}","['odpt.Railway:JR-East.Nambu', 'odpt.Railway:JR-East.Tokaido', 'odpt.Railway:Keikyu.Daishi', 'odpt.Railway:Keikyu.Main']",JK016,['odpt.PassengerSurvey:JR-East.Kawasaki'],35.53131,139.69678000000002,"['odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kawasaki.Northbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kawasaki.Northbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kawasaki.Southbound.Weekday', 'odpt.StationTimetable:JR-East.KeihinTohokuNegishi.Kawasaki.Southbound.SaturdayHoliday']",JK,16
