@id,@type,dc:date,@context,dc:title,owl:sameAs,odpt:railway,odpt:operator,odpt:stationTitle,odpt:connectingRailway,odpt:stationCode,odpt:passengerSurvey,geo:lat,geo:long,odpt:stationTimetable,cdName,cdNum
urn:ucode:_00001C000000000000010000031027F1,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,東京,odpt.Station:JR-East.ChuoRapid.Tokyo,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Tokyo', 'ja': '東京'}","['odpt.Railway:JR-East.AkitaShinkansen', 'odpt.Railway:JR-East.HokurikuShinkansen', 'odpt.Railway:JR-East.JobanRapid', 'odpt.Railway:JR-East.JoetsuShinkansen', 'odpt.Railway:JR-East.KeihinTohokuNegishi', 'odpt.Railway:JR-East.Keiyo', 'odpt.Railway:JR-East.SobuRapid', 'odpt.Railway:JR-East.Takasaki', 'odpt.Railway:JR-East.TohokuShinkansen', 'odpt.Railway:JR-East.Tokaido', 'odpt.Railway:JR-East.Utsunomiya', 'odpt.Railway:JR-East.YamagataShinkansen', 'odpt.Railway:JR-East.Yamanote', 'odpt.Railway:JR-East.Yokosuka', 'odpt.Railway:TokyoMetro.Marunouchi']",JC001,['odpt.PassengerSurvey:JR-East.Tokyo'],35.6813,139.76703999999998,"['odpt.StationTimetable:JR-East.ChuoRapid.Tokyo.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Tokyo.Outbound.SaturdayHoliday']",JC,1
urn:ucode:_00001C000000000000010000031027F2,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,神田,odpt.Station:JR-East.ChuoRapid.Kanda,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Kanda', 'ja': '神田'}","['odpt.Railway:JR-East.KeihinTohokuNegishi', 'odpt.Railway:JR-East.Yamanote', 'odpt.Railway:TokyoMetro.Ginza']",JC002,['odpt.PassengerSurvey:JR-East.Kanda'],35.69157,139.77065,"['odpt.StationTimetable:JR-East.ChuoRapid.Kanda.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kanda.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kanda.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kanda.Outbound.SaturdayHoliday']",JC,2
urn:ucode:_00001C000000000000010000031027F3,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,御茶ノ水,odpt.Station:JR-East.ChuoRapid.Ochanomizu,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Ochanomizu', 'ja': '御茶ノ水'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:TokyoMetro.Marunouchi']",JC003,['odpt.PassengerSurvey:JR-East.Ochanomizu'],35.69935,139.7651,"['odpt.StationTimetable:JR-East.ChuoRapid.Ochanomizu.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ochanomizu.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ochanomizu.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ochanomizu.Outbound.SaturdayHoliday']",JC,3
urn:ucode:_00001C000000000000010000031027F4,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,四ツ谷,odpt.Station:JR-East.ChuoRapid.Yotsuya,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Yotsuya', 'ja': '四ツ谷'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:TokyoMetro.Marunouchi', 'odpt.Railway:TokyoMetro.Namboku']",JC004,['odpt.PassengerSurvey:JR-East.Yotsuya'],35.6849,139.73038,"['odpt.StationTimetable:JR-East.ChuoRapid.Yotsuya.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Yotsuya.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Yotsuya.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Yotsuya.Outbound.SaturdayHoliday']",JC,4
urn:ucode:_00001C000000000000010000031027F5,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,新宿,odpt.Station:JR-East.ChuoRapid.Shinjuku,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Shinjuku', 'ja': '新宿'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:JR-East.SaikyoKawagoe', 'odpt.Railway:JR-East.ShonanShinjuku', 'odpt.Railway:JR-East.Yamanote', 'odpt.Railway:Keio.Keio', 'odpt.Railway:Keio.KeioNew', 'odpt.Railway:Odakyu.Odawara', 'odpt.Railway:Seibu.Shinjuku', 'odpt.Railway:Toei.Oedo', 'odpt.Railway:Toei.Shinjuku', 'odpt.Railway:TokyoMetro.Marunouchi']",JC005,['odpt.PassengerSurvey:JR-East.Shinjuku'],35.69018,139.70038,"['odpt.StationTimetable:JR-East.ChuoRapid.Shinjuku.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Shinjuku.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Shinjuku.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Shinjuku.Outbound.SaturdayHoliday']",JC,5
urn:ucode:_00001C000000000000010000031027F6,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,中野,odpt.Station:JR-East.ChuoRapid.Nakano,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Nakano', 'ja': '中野'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:TokyoMetro.Tozai']",JC006,['odpt.PassengerSurvey:JR-East.Nakano'],35.70573,139.66593999999998,"['odpt.StationTimetable:JR-East.ChuoRapid.Nakano.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Nakano.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Nakano.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Nakano.Outbound.SaturdayHoliday']",JC,6
urn:ucode:_00001C000000000000010000031027F7,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,高円寺,odpt.Station:JR-East.ChuoRapid.Koenji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Koenji', 'ja': '高円寺'}",['odpt.Railway:JR-East.ChuoSobuLocal'],JC007,['odpt.PassengerSurvey:JR-East.Koenji'],35.70518,139.64955,"['odpt.StationTimetable:JR-East.ChuoRapid.Koenji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Koenji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Koenji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Koenji.Outbound.SaturdayHoliday']",JC,7
urn:ucode:_00001C000000000000010000031027F8,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,阿佐ケ谷,odpt.Station:JR-East.ChuoRapid.Asagaya,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Asagaya', 'ja': '阿佐ケ谷'}",['odpt.Railway:JR-East.ChuoSobuLocal'],JC008,['odpt.PassengerSurvey:JR-East.Asagaya'],35.70462,139.63566,"['odpt.StationTimetable:JR-East.ChuoRapid.Asagaya.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Asagaya.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Asagaya.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Asagaya.Outbound.SaturdayHoliday']",JC,8
urn:ucode:_00001C000000000000010000031027F9,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,荻窪,odpt.Station:JR-East.ChuoRapid.Ogikubo,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Ogikubo', 'ja': '荻窪'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:TokyoMetro.Marunouchi']",JC009,['odpt.PassengerSurvey:JR-East.Ogikubo'],35.70434,139.62011,"['odpt.StationTimetable:JR-East.ChuoRapid.Ogikubo.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ogikubo.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ogikubo.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Ogikubo.Outbound.SaturdayHoliday']",JC,9
urn:ucode:_00001C000000000000010000031027FA,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,西荻窪,odpt.Station:JR-East.ChuoRapid.NishiOgikubo,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Nishi-Ogikubo', 'ja': '西荻窪'}",['odpt.Railway:JR-East.ChuoSobuLocal'],JC010,['odpt.PassengerSurvey:JR-East.NishiOgikubo'],35.70350999999999,139.59928,"['odpt.StationTimetable:JR-East.ChuoRapid.NishiOgikubo.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiOgikubo.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiOgikubo.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiOgikubo.Outbound.SaturdayHoliday']",JC,10
urn:ucode:_00001C000000000000010000031027FB,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,吉祥寺,odpt.Station:JR-East.ChuoRapid.Kichijoji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Kichijoji', 'ja': '吉祥寺'}","['odpt.Railway:JR-East.ChuoSobuLocal', 'odpt.Railway:Keio.Inokashira']",JC011,['odpt.PassengerSurvey:JR-East.Kichijoji'],35.70295,139.57984,"['odpt.StationTimetable:JR-East.ChuoRapid.Kichijoji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kichijoji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kichijoji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kichijoji.Outbound.SaturdayHoliday']",JC,11
urn:ucode:_00001C000000000000010000031027FC,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,三鷹,odpt.Station:JR-East.ChuoRapid.Mitaka,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Mitaka', 'ja': '三鷹'}",['odpt.Railway:JR-East.ChuoSobuLocal'],JC012,['odpt.PassengerSurvey:JR-East.Mitaka'],35.70268,139.56067,"['odpt.StationTimetable:JR-East.ChuoRapid.Mitaka.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Mitaka.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Mitaka.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Mitaka.Outbound.SaturdayHoliday']",JC,12
urn:ucode:_00001C000000000000010000031027FD,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,武蔵境,odpt.Station:JR-East.ChuoRapid.MusashiSakai,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Musashi-Sakai', 'ja': '武蔵境'}",['odpt.Railway:Seibu.Tamagawa'],JC013,['odpt.PassengerSurvey:JR-East.MusashiSakai'],35.70184000000001,139.54345,"['odpt.StationTimetable:JR-East.ChuoRapid.MusashiSakai.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiSakai.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiSakai.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiSakai.Outbound.SaturdayHoliday']",JC,13
urn:ucode:_00001C000000000000010000031027FE,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,東小金井,odpt.Station:JR-East.ChuoRapid.HigashiKoganei,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Higashi-Koganei', 'ja': '東小金井'}",,JC014,['odpt.PassengerSurvey:JR-East.HigashiKoganei'],35.70156,139.52373,"['odpt.StationTimetable:JR-East.ChuoRapid.HigashiKoganei.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.HigashiKoganei.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.HigashiKoganei.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.HigashiKoganei.Outbound.SaturdayHoliday']",JC,14
urn:ucode:_00001C000000000000010000031027FF,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,武蔵小金井,odpt.Station:JR-East.ChuoRapid.MusashiKoganei,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Musashi-Koganei', 'ja': '武蔵小金井'}",,JC015,['odpt.PassengerSurvey:JR-East.MusashiKoganei'],35.70101,139.50595,"['odpt.StationTimetable:JR-East.ChuoRapid.MusashiKoganei.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiKoganei.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiKoganei.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.MusashiKoganei.Outbound.SaturdayHoliday']",JC,15
urn:ucode:_00001C00000000000001000003102800,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,国分寺,odpt.Station:JR-East.ChuoRapid.Kokubunji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Kokubunji', 'ja': '国分寺'}","['odpt.Railway:Seibu.Kokubunji', 'odpt.Railway:Seibu.Tamako']",JC016,['odpt.PassengerSurvey:JR-East.Kokubunji'],35.6999,139.48096,"['odpt.StationTimetable:JR-East.ChuoRapid.Kokubunji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kokubunji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kokubunji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kokubunji.Outbound.SaturdayHoliday']",JC,16
urn:ucode:_00001C00000000000001000003102801,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,西国分寺,odpt.Station:JR-East.ChuoRapid.NishiKokubunji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Nishi-Kokubunji', 'ja': '西国分寺'}",['odpt.Railway:JR-East.Musashino'],JC017,['odpt.PassengerSurvey:JR-East.NishiKokubunji'],35.69962,139.46596,"['odpt.StationTimetable:JR-East.ChuoRapid.NishiKokubunji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiKokubunji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiKokubunji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiKokubunji.Outbound.SaturdayHoliday']",JC,17
urn:ucode:_00001C00000000000001000003102802,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,国立,odpt.Station:JR-East.ChuoRapid.Kunitachi,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Kunitachi', 'ja': '国立'}",,JC018,['odpt.PassengerSurvey:JR-East.Kunitachi'],35.69906,139.44651000000002,"['odpt.StationTimetable:JR-East.ChuoRapid.Kunitachi.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kunitachi.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kunitachi.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Kunitachi.Outbound.SaturdayHoliday']",JC,18
urn:ucode:_00001C00000000000001000003102803,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,立川,odpt.Station:JR-East.ChuoRapid.Tachikawa,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Tachikawa', 'ja': '立川'}","['odpt.Railway:JR-East.Nambu', 'odpt.Railway:JR-East.Ome', 'odpt.Railway:TamaMonorail.TamaMonorail']",JC019,['odpt.PassengerSurvey:JR-East.Tachikawa'],35.69795,139.41374,"['odpt.StationTimetable:JR-East.ChuoRapid.Tachikawa.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Tachikawa.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Tachikawa.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Tachikawa.Outbound.SaturdayHoliday']",JC,19
urn:ucode:_00001C00000000000001000003102804,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,日野,odpt.Station:JR-East.ChuoRapid.Hino,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Hino', 'ja': '日野'}",,JC020,['odpt.PassengerSurvey:JR-East.Hino'],35.67851,139.39346,"['odpt.StationTimetable:JR-East.ChuoRapid.Hino.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hino.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hino.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hino.Outbound.SaturdayHoliday']",JC,20
urn:ucode:_00001C00000000000001000003102805,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,豊田,odpt.Station:JR-East.ChuoRapid.Toyoda,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Toyoda', 'ja': '豊田'}",,JC021,['odpt.PassengerSurvey:JR-East.Toyoda'],35.65934,139.38124,"['odpt.StationTimetable:JR-East.ChuoRapid.Toyoda.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Toyoda.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Toyoda.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Toyoda.Outbound.SaturdayHoliday']",JC,21
urn:ucode:_00001C00000000000001000003102806,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,八王子,odpt.Station:JR-East.ChuoRapid.Hachioji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Hachioji', 'ja': '八王子'}","['odpt.Railway:JR-East.Hachiko', 'odpt.Railway:JR-East.Yokohama']",JC022,['odpt.PassengerSurvey:JR-East.Hachioji'],35.65545,139.33903,"['odpt.StationTimetable:JR-East.ChuoRapid.Hachioji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hachioji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hachioji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Hachioji.Outbound.SaturdayHoliday']",JC,22
urn:ucode:_00001C00000000000001000003102807,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,西八王子,odpt.Station:JR-East.ChuoRapid.NishiHachioji,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Nishi-Hachioji', 'ja': '西八王子'}",,JC023,['odpt.PassengerSurvey:JR-East.NishiHachioji'],35.65600999999999,139.31181,"['odpt.StationTimetable:JR-East.ChuoRapid.NishiHachioji.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiHachioji.Inbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiHachioji.Outbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.NishiHachioji.Outbound.SaturdayHoliday']",JC,23
urn:ucode:_00001C00000000000001000003102808,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,高尾,odpt.Station:JR-East.ChuoRapid.Takao,odpt.Railway:JR-East.ChuoRapid,odpt.Operator:JR-East,"{'en': 'Takao', 'ja': '高尾'}","['odpt.Railway:JR-East.Chuo', 'odpt.Railway:Keio.Takao']",JC024,['odpt.PassengerSurvey:JR-East.Takao'],35.6424,139.28264,"['odpt.StationTimetable:JR-East.ChuoRapid.Takao.Inbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoRapid.Takao.Inbound.SaturdayHoliday']",JC,24
urn:ucode:_00001C000000000000010000031027F0,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,三鷹,odpt.Station:JR-East.ChuoSobuLocal.Mitaka,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Mitaka', 'ja': '三鷹'}",['odpt.Railway:JR-East.ChuoRapid'],JB001,['odpt.PassengerSurvey:JR-East.Mitaka'],35.70268,139.56067,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Mitaka.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Mitaka.Eastbound.SaturdayHoliday']",JB,1
urn:ucode:_00001C000000000000010000031027EF,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,吉祥寺,odpt.Station:JR-East.ChuoSobuLocal.Kichijoji,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Kichijoji', 'ja': '吉祥寺'}","['odpt.Railway:JR-East.ChuoRapid', 'odpt.Railway:Keio.Inokashira']",JB002,['odpt.PassengerSurvey:JR-East.Kichijoji'],35.70295,139.57984,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Kichijoji.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Kichijoji.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Kichijoji.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Kichijoji.Westbound.SaturdayHoliday']",JB,2
urn:ucode:_00001C000000000000010000031027EE,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,西荻窪,odpt.Station:JR-East.ChuoSobuLocal.NishiOgikubo,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Nishi-Ogikubo', 'ja': '西荻窪'}",['odpt.Railway:JR-East.ChuoRapid'],JB003,['odpt.PassengerSurvey:JR-East.NishiOgikubo'],35.70350999999999,139.59928,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.NishiOgikubo.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.NishiOgikubo.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.NishiOgikubo.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.NishiOgikubo.Westbound.SaturdayHoliday']",JB,3
urn:ucode:_00001C000000000000010000031027ED,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,荻窪,odpt.Station:JR-East.ChuoSobuLocal.Ogikubo,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Ogikubo', 'ja': '荻窪'}","['odpt.Railway:JR-East.ChuoRapid', 'odpt.Railway:TokyoMetro.Marunouchi']",JB004,['odpt.PassengerSurvey:JR-East.Ogikubo'],35.70434,139.62011,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Ogikubo.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Ogikubo.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Ogikubo.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Ogikubo.Westbound.SaturdayHoliday']",JB,4
urn:ucode:_00001C000000000000010000031027EC,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,阿佐ケ谷,odpt.Station:JR-East.ChuoSobuLocal.Asagaya,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Asagaya', 'ja': '阿佐ケ谷'}",['odpt.Railway:JR-East.ChuoRapid'],JB005,['odpt.PassengerSurvey:JR-East.Asagaya'],35.70462,139.63566,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Asagaya.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Asagaya.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Asagaya.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Asagaya.Westbound.SaturdayHoliday']",JB,5
urn:ucode:_00001C000000000000010000031027EB,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,高円寺,odpt.Station:JR-East.ChuoSobuLocal.Koenji,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Koenji', 'ja': '高円寺'}",['odpt.Railway:JR-East.ChuoRapid'],JB006,['odpt.PassengerSurvey:JR-East.Koenji'],35.70518,139.64955,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Koenji.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Koenji.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Koenji.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Koenji.Westbound.SaturdayHoliday']",JB,6
urn:ucode:_00001C000000000000010000031027EA,odpt:Station,2020-05-07T09:00:00+09:00,http://vocab.odpt.org/context_odpt.jsonld,中野,odpt.Station:JR-East.ChuoSobuLocal.Nakano,odpt.Railway:JR-East.ChuoSobuLocal,odpt.Operator:JR-East,"{'en': 'Nakano', 'ja': '中野'}","['odpt.Railway:JR-East.ChuoRapid', 'odpt.Railway:TokyoMetro.Tozai']",JB007,['odpt.PassengerSurvey:JR-East.Nakano'],35.70573,139.66593999999998,"['odpt.StationTimetable:JR-East.ChuoSobuLocal.Nakano.Eastbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Nakano.Eastbound.SaturdayHoliday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Nakano.Westbound.Weekday', 'odpt.StationTimetable:JR-East.ChuoSobuLocal.Nakano.Westbound.SaturdayHoliday']",JB,7
